Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Don't Go Breaking My Heart,ELTON JOHN &amp; KIKI DEE,1976-07-03,66,1,20
You Should Be Dancing,BEE GEES,1976-07-03,67,1,20
Let 'Em In,WINGS,1976-07-03,59,3,16
You'll Never Find Another Love Like Mine,LOU RAWLS,1976-06-05,79,2,21
I'd Really Love To See You Tonight,ENGLAND DAN &amp; JOHN FORD COLEY,1976-06-12,89,2,24
Shake Your Booty,K.C. AND THE SUNSHINE BAND,1976-07-10,79,1,21
Rock & Roll Music,BEACH BOYS,1976-06-05,75,5,17
Kiss And Say Goodbye,MANHATTANS,1976-04-17,99,1,26
Get Closer,SEALS AND CROFTS,1976-04-17,82,6,26
Turn The Beat Around,VICKI SUE ROBINSON,1976-04-10,93,10,25
This Masquerade,GEORGE BENSON,1976-06-12,87,10,19
Play That Funky Music,WILD CHERRY,1976-06-12,110,1,26
A Fifth Of Beethoven,WALTER MURPHY,1976-05-29,80,1,28
Baby I Love Your Way,PETER FRAMPTON,1976-06-26,77,12,16
Love Is Alive,GARY WRIGHT,1976-04-17,83,2,27
Say You Love Me,FLEETWOOD MAC,1976-07-03,74,11,19
Afternoon Delight,STARLAND VOCAL BAND,1976-05-08,87,1,20
I'm Easy,KEITH CARRADINE,1976-05-08,89,17,19
Heaven Must Be Missing An Angel,TAVARES,1976-06-05,86,15,21
Young Hearts Run Free,CANDI STATON,1976-05-29,73,20,16
Summer,WAR,1976-07-10,80,7,16
Lowdown,BOZ SCAGGS,1976-07-03,82,3,22
Got To Get You Into My Life,BEATLES,1976-06-12,54,7,16
A Little Bit More,DR. HOOK,1976-06-19,83,11,24
With Your Love,JEFFERSON STARSHIP,1976-07-24,69,12,17
Who'd She Coo,OHIO PLAYERS,1976-06-26,81,18,17
Still The One,ORLEANS,1976-08-01,69,5,18
If You Leave Me Now,CHICAGO,1976-08-14,60,1,21
Wham Bam Shang-A-Lang,SILVER,1976-06-19,97,16,21
Devil Woman,CLIFF RICHARD,1976-07-03,87,6,22
Shower The People,JAMES TAYLOR,1976-07-03,83,22,16
Getaway,"EARTH, WIND AND FIRE",1976-07-17,79,12,19
She's Gone,DARYL HALL &amp; JOHN OATES,1976-07-24,73,7,20
Moonlight Feels Right,STARBUCK,1976-04-17,90,3,22
Street Singin',LADY FLASH,1976-07-17,90,27,12
Last Child,AEROSMITH,1976-06-12,52,21,15
Springtime Mama,HENRY GROSS,1976-07-10,85,37,10
I Can't Hear You No More,HELEN REDDY,1976-08-08,78,29,9
You're My Best Friend,QUEEN,1976-05-22,78,16,16
One Love In My Lifetime,DIANA ROSS,1976-08-08,58,25,12
Teddy Bear,RED SOVINE,1976-07-24,67,40,9
Let Her In,JOHN TRAVOLTA,1976-05-01,98,10,20
Sophisticated Lady,NATALIE COLE,1976-05-29,89,25,16
If You Know What I Mean,NEIL DIAMOND,1976-06-19,55,11,12
Something He Can Feel,ARETHA FRANKLIN,1976-06-12,81,28,12
Tear The Roof Off The Sucker,PARLIAMENT,1976-05-15,86,15,17
Hard Work,JOHN HANDY,1976-08-08,61,46,9
The Boys Are Back In Town,THIN LIZZY,1976-05-15,84,12,17
More More More,ANDREA TRUE CONNECTION,1976-02-28,110,4,27
I'm Gonna Let My Heart To Do Walking,SUPREMES,1976-05-29,98,40,14
