Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Monday Monday,MAMAS AND THE PAPAS,1966-04-09,79,1,12
Rainy Day Women Nos. 12 & 35,BOB DYLAN,1966-04-09,126,2,11
Good Lovin',YOUNG RASCALS,1966-03-05,125,1,15
When A Man Loves A Woman,PERCY SLEDGE,1966-04-09,100,1,13
A Groovy Kind Of Love,MINDBENDERS,1966-03-26,126,2,16
Kicks,PAUL REVERE AND THE RAIDERS,1966-03-19,62,4,14
How Does That Grab You Darlin',NANCY SINATRA,1966-04-23,49,7,8
Message To Michael,DIONNE WARWICK,1966-04-02,79,8,12
Sloop John B,BEACH BOYS,1966-03-26,112,3,12
Love Is Like An Itching In My Heart,SUPREMES,1966-04-30,62,9,8
(You're My) Soul And Inspiration,RIGHTEOUS BROTHERS,1966-03-05,90,1,13
Gloria,SHADOWS OF KNIGHT,1966-03-12,105,10,13
The Sun Ain't Gonna Shine Anymore,WALKER BROTHERS,1966-04-16,84,13,9
Eight Miles High,BYRDS,1966-04-09,87,14,9
Leaning On The Lamp Post,HERMAN'S HERMITS,1966-04-09,65,9,8
Did You Ever Have To Make Up Your Mind,LOVIN' SPOONFUL,1966-05-07,65,2,11
I Am A Rock,SIMON AND GARFUNKEL,1966-04-30,113,3,12
It's A Man's Man's Man's World,JAMES BROWN,1966-04-30,70,8,9
Paint It Black,ROLLING STONES,1966-05-14,48,1,11
Let's Start All Over Again,RONNIE DOVE,1966-04-09,109,20,9
Shapes Of Things,YARDBIRDS,1966-03-12,130,11,12
Nothing's Too Good For My Baby,STEVIE WONDER,1966-04-16,72,20,7
Time Won't Let Me,OUTSIDERS,1966-02-19,100,5,15
Secret Agent Man,JOHNNY RIVERS,1966-03-19,60,3,11
Green Grass,GARY LEWIS AND THE PLAYBOYS,1966-05-14,49,8,8
Come On Let's Go,McCOYS,1966-04-16,119,22,10
Backstage,GENE PITNEY,1966-04-23,86,25,8
The A Team,S/SGT. BARRY SADLER,1966-04-23,79,28,7
Love's Made A Fool Of You,BOBBY FULLER FOUR,1966-04-16,81,26,6
I'll Take Good Care Of You,GARNET MIMMS,1966-03-26,94,30,9
Bang Bang,CHER,1966-03-12,75,2,11
Try Too Hard,DAVE CLARK FIVE,1966-04-02,86,12,8
Cool Jerk,CAPITOLS,1966-04-16,104,7,16
Barefootin',ROBERT PARKER,1966-04-09,134,7,16
Band Of Gold,MEL CARTER,1966-04-09,96,32,8
The Ballad Of Irving,FRANK GALLOP,1966-04-16,82,34,9
Road Runner,JUNIOR WALKER &amp; THE ALL STARS,1966-04-09,97,20,12
Love Me With All Your Heart,BACHELORS,1966-04-02,127,38,8
I'm Comin' Home Cindy,TRINI LOPEZ,1966-04-09,83,39,7
Twinkle Toes,ROY ORBISON,1966-04-23,105,39,7
Dum-De-Da,BOBBY VINTON,1966-04-23,113,40,7
I Can't Grow Peaches On A Cherry Tree,JUST US,1966-03-12,96,34,11
The More I See You,CHRIS MONTEZ,1966-04-16,98,16,14
History Repeats Itself,BUDDY STARCHER,1966-04-09,82,39,7
Hold On I'm Comin',SAM &amp; DAVE,1966-04-23,95,21,13
She Blew A Good Thing,POETS,1966-03-19,89,45,10
Sweet Talking Guy,CHIFFONS,1966-04-30,123,10,11
You're The One,MARVELETTES,1966-04-23,89,48,6
Distant Drums,JIM REEVES,1966-04-02,116,45,8
I Can't Let Go,HOLLIES,1966-03-19,91,42,10
Double Shot,SWINGIN' MEDALLIONS,1966-04-09,113,17,15
The Cruel War,PETER PAUL AND MARY,1966-04-16,117,52,6
Evol-Not Love,FIVE AMERICANS,1966-04-09,116,52,10
Strangers In The Night,FRANK SINATRA,1966-05-07,90,1,15
Oh How Happy,SHADES OF BLUE,1966-04-23,130,12,14
Come Running Back,DEAN MARTIN,1966-05-07,83,35,7
I Love You Drops,VIC DANA,1966-04-30,122,30,9
I Love You 1000 Times,PLATTERS,1966-04-23,125,31,15
Mama,B.J. THOMAS,1966-05-14,88,22,8
The Last Word In Lonesome Is Me,EDDY ARNOLD,1966-05-14,82,40,7
Mame,BOBBY DARIN,1966-04-30,79,53,7
Dirty Water,STANDELLS,1966-03-26,132,11,20
Opus 17,FOUR SEASONS,1966-05-21,63,13,8
Please Don't Sell My Daddy No More Wine,GREENWOODS,1966-04-30,91,64,5
There's No Living Without Your Love,PETER &amp; GORDON,1966-05-07,80,50,7
Girl In Love,OUTSIDERS,1966-05-07,123,21,10
Remember The Rain,BOB LIND,1966-04-23,83,64,5
Wang Dang Doodle,KO KO TAYLOR,1966-04-09,106,58,10
