Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Macarena (Bayside Boys Mix),LOS DEL RIO,1996-05-11,47,1,40
It's All Coming Back To Me Now,CELINE DION,1996-08-17,27,2,30
No Diggity,BLACKSTREET,1996-10-12,48,1,31
I Love You Always Forever,DONNA LEWIS,1996-06-22,95,2,41
Twisted,KEITH SWEAT,1996-06-22,24,2,38
Where Do You Go,NO MERCY,1996-07-06,68,5,39
Mouth,MERRIL BAINBRIDGE,1996-09-07,67,4,30
This Is For The Lover In You,"BABYFACE feat LL COOL J, HOWARD HEWETT, JODY WATLEY &amp; JEF",1996-10-26,8,6,20
Un-Break My Heart,TONI BRAXTON,1996-10-26,22,1,42
Change The World,ERIC CLAPTON,1996-07-20,9,5,43
Nobody,KEITH SWEAT featuring ATHENA CAGE,1996-10-05,37,3,35
If It Makes You Happy,SHERYL CROW,1996-09-21,44,10,27
Last Night,AZ YET,1996-08-24,64,9,29
When You Love A Woman,JOURNEY,1996-10-26,17,12,22
Pony,GINUWINE,1996-09-07,73,6,27
C'mon N Ride It,QUAD CITY DJ'S,1996-03-16,97,3,42
If Your Girl Only Knew,AALIYAH,1996-08-31,34,11,20
Key West Intermezzo (I Saw You First),JOHN MELLENCAMP,1996-08-31,47,14,24
You're Makin' Me High / Let It Flow,TONI BRAXTON,1996-06-08,7,1,41
You Learn / You Oughta Know,ALANIS MORISSETTE,1996-07-27,6,6,30
Counting Blue Cars,DISHWALLA,1996-04-06,98,15,48
Loungin',LL COOL J,1996-07-06,87,3,29
Tell Me,DRU HILL,1996-08-31,91,18,23
Let's Make A Night To Remember,BRYAN ADAMS,1996-08-31,68,24,23
Bow Down,WESTSIDE CONNECTION,1996-09-28,47,21,20
What Kind Of Man Would I Be,MINT CONDITION,1996-09-07,89,17,24
Po Pimp,DO OR DIE,1996-08-03,78,22,20
Only You,112 featuring THE NOTORIOUS B.I.G.,1996-06-01,67,13,28
Give Me One Reason,TRACY CHAPMAN,1996-04-06,60,3,39
How Do U Want It / California Love,2PAC featuring KC AND JOJO,1996-06-15,64,1,24
Who Will Save Your Soul,JEWEL,1996-06-01,39,11,30
I Can't Sleep Baby (If I),R. KELLY,1996-07-13,17,5,20
Sittin' On Top Of The World,DA BRAT,1996-10-12,34,30,16
This Is Your Night,AMBER,1996-06-15,98,24,40
Falling,MONTELL JORDAN,1996-10-05,76,18,20
My Boo,GHOST TOWN DJs,1996-07-06,65,31,31
Macarena (Original Version),LOS DEL RIO,1996-07-06,72,23,21
Missing You,"BRANDY, TAMIA, GLADYS KNIGHT &amp; CHAKA KHAN",1996-08-24,62,25,20
"Insensitive (From ""Bed Of Roses"")",JANN ARDEN,1996-02-10,96,12,40
Ascension (Don't Ever Wonder),MAXWELL,1996-08-17,78,36,18
Nowhere To Go,MELISSA ETHERIDGE,1996-10-12,40,40,19
Follow You Down / Til' I Hear It From You,GIN BLOSSOMS,1996-02-10,12,9,46
Birmingham,AMANDA MARSHALL,1996-09-28,74,43,20
Always Be My Baby,MARIAH CAREY,1996-04-06,2,1,32
Dance Into The Light,PHIL COLLINS,1996-10-26,47,45,16
Use Your Heart,SWV,1996-08-17,52,22,20
Floatin' On Your Love,ISLEY BROTHERS featuring ANGELA WINBUSH,1996-09-28,73,47,18
That Thing You Do!,THE WONDERS,1996-10-12,92,41,15
