Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
SOS,RIHANNA,2006-02-25,81,1,28
Bad Day,DANIEL POWTER,2006-02-25,55,1,32
Temperature,SEAN PAUL,2006-01-21,74,1,31
Ridin',CHAMILLIONAIRE featuring KRAYZIE BONE,2006-03-04,88,1,31
What You Know,T.I.,2006-03-18,83,3,20
What's Left On Me,NICK LACHEY,2006-03-11,89,6,25
Ms. New Booty,BUBBA SPARXXX featuring YING YANG TWINS &amp; MR. COLLIPARK,2006-02-04,87,7,24
Unwritten,NATASHA BEDINGFIELD,2005-12-10,77,5,42
Dani California,RED HOT CHILI PEPPERS,2006-04-22,24,6,26
You're Beautiful,JAMES BLUNT,2005-11-12,88,1,38
"Lean Wit It, Rock Wit It",DEM FRANCHIZE BOYS featuring LIL PEANUT &amp; CHARLAY,2006-01-21,91,7,25
Where'd You Go,FORT MINOR featuring HOLLY BROOK &amp; JONAH MATRANGA,2006-04-22,86,4,20
Be Without You,MARY J. BLIGE,2005-11-26,93,3,33
Walk Away,KELLY CLARKSON,2006-01-21,97,12,29
Over My Head (Cable Car),THE FRAY,2006-02-25,98,8,42
What Hurts The Most,RASCAL FLATTS,2006-02-18,97,6,51
Move Along,THE ALL-AMERICAN REJECTS,2006-02-11,100,15,39
When You're Mad,NE-YO,2006-03-18,99,15,20
Hips Don't Lie,SHAKIRA featuring WYCLEF JEAN,2006-04-01,84,1,31
Everytime We Touch,CASCADA,2005-12-17,86,10,31
Savin' Me,NICKELBACK,2006-03-18,94,19,28
Control Myself,LL COOL J featuring JENNIFER LOPEZ,2006-04-29,4,4,8
Not Ready To Make Nice,DIXIE CHICKS,2006-05-06,28,23,3
Who Says You Can't Go Home,BON JOVI,2006-01-28,98,23,26
Gimme That,CHRIS BROWN featuring LIL' WAYNE,2006-04-22,80,15,20
Let U Go,ASHLEY PARKER ANGEL,2006-04-29,17,12,15
Rompe,DADDY YANKEE,2005-12-03,90,24,28
So Sick,NE-YO,2005-12-10,79,1,25
For You I Will (Confidence),TEDDY GEIGER,2006-02-18,90,29,20
Touch It,BUSTA RHYMES,2005-12-24,88,16,23
Poppin' My Collar,THREE 6 MAFIA,2006-03-04,91,21,16
Yo (Excuse Me Miss),CHRIS BROWN,2005-12-31,89,7,21
Beep,THE PUSSYCAT DOLLS featuring WILL.I.AM,2006-02-04,93,13,20
Girl Next Door,SAVING JANE,2006-02-25,91,31,20
Best Friend,50 CENT &amp; OLIVIA,2006-03-11,72,35,15
