Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
That's The Way Love Goes,JANET JACKSON,1993-05-01,14,1,23
Freak Me,SILK,1993-02-20,42,1,24
Knockin' Da Boots,H-TOWN,1993-04-10,91,3,25
"Love Is (From ""Beverly Hills, 90210"")",VANESSA WILLIAMS / BRIAN McKNIGHT,1993-01-23,92,3,28
"Nuthin' But A ""G"" Thang",DR. DRE,1993-01-30,95,2,27
I'm So Into You,SWV,1993-02-06,94,6,27
Looking Through Patient Eyes,P.M. DAWN,1993-03-20,55,6,21
Weak,SWV,1993-04-24,58,1,26
"I Have Nothing (From ""The Bodyguard"")",WHITNEY HOUSTON,1993-02-27,42,4,20
Informer,SNOW,1993-01-09,79,1,25
Don't Walk Away,JADE,1992-12-19,86,4,35
Ditty,PAPERBOY,1992-12-19,77,10,30
Two Princes,SPIN DOCTORS,1993-01-30,85,7,29
Who Is It,MICHAEL JACKSON,1993-04-10,44,14,18
Have I Told You Lately,ROD STEWART,1993-04-24,86,5,22
It Was A Good Day,ICE CUBE,1993-03-06,89,15,20
Come Undone,DURAN DURAN,1993-04-17,86,7,25
Three Little Pigs,GREEN JELLY,1993-03-27,79,17,20
"Bad Boys (Theme From ""Cops"")",INNER CIRCLE,1993-05-01,73,8,20
Comforter,SHAI,1993-01-23,57,10,24
Show Me Love,ROBIN S,1993-04-03,95,5,28
Livin' On The Edge,AEROSMITH,1993-04-10,67,18,20
Nothin' My Love Can't Fix,JOEY LAWRENCE,1993-03-06,68,19,20
Angel,JON SECADA,1993-01-30,83,18,22
Connected,STEREO MC'S,1993-03-27,93,20,20
Hip Hop Hooray,NAUGHTY BY NATURE,1993-01-30,84,8,22
"The Crying Game (From ""The Crying Game"")",BOY GEORGE,1993-03-13,70,15,17
Cat's In The Craddle,UGLY KID JOE,1993-02-13,79,6,20
I'll Never Get Over You (Getting Over Me),EXPOSE,1993-03-27,92,8,29
Dazzey Ducks,DUICE,1993-01-09,86,12,40
Down With The King,RUN D.M.C.,1993-03-20,67,21,17
If I Ever Lose My Faith In You,STING,1993-02-20,77,17,20
Dedicated,R. KELLY,1993-02-27,91,31,20
More And More,CAPTAIN HOLLYWOOD PROJECT,1993-05-01,76,17,20
That's What Love Can Do,BOY KRAZY,1993-01-23,79,18,20
Love Don't Love You,EN VOGUE,1993-03-27,67,36,16
Somebody To Love,GEORGE MICHAEL,1993-05-15,49,30,9
Ordinary World,DURAN DURAN,1993-01-09,67,3,22
"I'm Every Woman (From ""The Bodyguard"")",WHITNEY HOUSTON,1993-01-09,66,4,23
Mr. Wendal,ARRESTED DEVELOPMENT,1992-12-19,53,6,24
"The Right Kind Of Love (From ""Beverly Hills, 90210"")",JEREMY JORDAN,1992-12-12,88,14,25
So Alone,MEN AT LARGE,1993-02-20,86,31,20
Tell Me What You Dream,RESTLESS HEART featuring WARREN HILL,1993-03-27,82,43,13
Bed Of Roses,BON JOVI,1993-01-23,81,10,20
Sleeping Satellite,TASMIN ARCHER,1993-04-17,89,32,15
A Whole New World (Aladdin's Theme),PEABO BRYSON,1992-12-19,54,1,23
The Morning Papers,PRINCE AND THE NEW POWER GENERATION,1993-04-03,77,44,11
Buddy X,NENEH CHERRY,1993-03-27,90,43,12
Simple Life,ELTON JOHN,1993-02-27,90,30,16
Forever In Love,KENNY G,1992-12-19,95,18,23
I'm Gonna Get You,BIZARRE INC,1993-01-23,90,47,23
In These Arms,BON JOVI,1993-05-08,72,27,16
If I Could,REGINA BELLE,1993-04-03,98,52,17
Wannagirl,JEREMY JORDAN,1993-05-01,91,28,14
Love U More,SUNSCREEM,1993-02-27,85,36,19
Regret,NEW ORDER,1993-05-01,81,28,19
Touch My Light,BIG MOUNTAIN,1993-04-10,84,51,20
"Whoot, There It Is",95 SOUTH,1993-05-01,89,11,25
Six Feet Deep,GETO BOYS,1993-05-08,79,40,15
That's The Way Love Is,BOBBY BROWN,1993-04-24,84,57,9
Sweet Thing,MARY J. BLIGE,1993-02-13,47,28,20
What's Up,4 NON BLONDES,1993-04-24,96,14,26
"Girl, I've Been Hurt",SNOW,1993-05-15,82,19,17
Silence Is Broken,DAMN YANKEES,1993-04-17,87,62,10
Tap The Bottle,YOUNG BLACK TEENAGERS,1993-03-06,82,55,20
Typical Reasons (Swing My Way),PRINCE MARKIE DEE &amp; SOUL CONVENTION,1993-04-03,94,64,14
Passin' Me By,THE PHARCYDE,1993-05-01,93,52,17
Hero,DAVID CROSBY &amp; PHIL COLLINS,1993-05-08,90,44,20
Let's Go Through The Motions,JODECI,1993-04-24,66,65,12
Supermodel (You Better Work),RuPAUL,1993-02-13,91,45,20
Can't Help Falling In Love,UB40,1993-05-15,100,1,29
I See Your Smile,GLORIA ESTEFAN,1993-02-20,76,48,17
No Ordinary Love,SADE,1993-05-08,83,68,7
Tonight,DEF LEPPARD,1993-04-03,91,62,9
Every Little Thing U Do,CHRISTOPHER WILLIAMS,1993-04-24,92,75,12
Deeper,BOSS,1993-04-24,95,65,13
"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",BALTIMORA,1993-03-27,68,51,12
Love No Limit,MARY J. BLIGE,1993-05-15,83,44,16
Come In Out Of The Rain,WENDY MOTEN,1993-02-20,82,55,15
Romeo,DOLLY PARTON,1993-03-13,95,50,14
Rebirth Of Slick (Cool Like Dat),DIGABLE PLANETS,1993-01-16,85,15,20
The Floor,JOHNNY GILL,1993-05-22,82,56,10
Little Miracles (Happen Every Day),LUTHER VANDROSS,1993-05-22,83,62,10
Alibis,TRACY LAWRENCE,1993-04-17,84,72,12
Funky Child,LORDS OF THE UNDERGROUND,1993-03-27,87,74,11
Cry No More,II D EXTREME,1993-05-15,85,48,20
I Love The Way You Love Me,JOHN MICHAEL MONTGOMERY,1993-05-08,94,60,13
Kiss Of Life,SADE,1993-03-20,92,78,11
Dre Day,DR. DRE,1993-05-15,97,8,20
It's My Life,DR. ALBAN,1993-04-24,93,88,11
How I'm Comin',LL COOL J,1993-04-03,57,57,9
By The Time This Night Is Over,KENNY G &amp; PEABO BRYSON,1993-05-22,92,25,20
Give Him A Love He Can Feel,TENE WILLIAMS,1993-05-08,96,87,7
Good Ol' Days,LEVERT,1993-03-20,94,78,11
Feed The Tree,BELLY,1993-05-15,99,95,4
I Feel You,DEPECHE MODE,1993-03-06,70,37,12
Lost In Your Eyes,JEFF HEALEY BAND,1993-05-08,93,91,3
Don't Take Away My Heaven,AARON NEVILLE,1993-05-22,98,56,20
What You Won't Do For Love,GO WEST,1993-03-13,92,55,11
Bow Wow Wow,FUNKDOOBIEST,1993-04-24,89,89,5
