Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Easier Said Than Done,THE ESSEX,1963-06-01,107,1,14
Surf City,JAN AND DEAN,1963-06-08,107,1,14
"Tie Me Kangeroo Down, Sport",ROLF HARRIS,1963-06-08,88,3,11
So Much In Love,THE TYMES,1963-05-25,108,1,16
One Fine Day,THE CHIFFONS,1963-06-01,66,5,10
Sukiyaki,KYU SAKAMOTO,1963-05-11,79,1,14
Memphis,LONNIE MACK,1963-06-01,110,5,14
Blue On Blue,BOBBY VINTON,1963-05-18,85,3,13
Hello Stranger,BARBARA LEWIS,1963-04-27,127,3,15
Wipe Out,THE SURFARIS,1963-06-15,127,2,17
Fingertips (Part 2),LITTLE STEVIE WONDER,1963-06-22,85,1,15
It's My Party,LESLEY GORE,1963-05-11,60,1,13
Pride And Joy,MARVIN GAYE,1963-05-18,99,10,14
On Top Of Spaghetti,TOM GLAZER AND THE DO-RE-MI CHILDREN'S CHORUS,1963-05-25,119,14,10
Not Me,THE ORLONS,1963-06-08,120,12,11
(You're The) Devil In Disguise,ELVIS PRESLEY,1963-06-29,84,3,11
Hairy The Harry Ape,RAY STEVENS,1963-06-15,70,17,9
Those Lazy-Hazy-Crazy Days Of Summer,NAT KING COLE,1963-05-11,70,6,12
You Can't Sit Down,THE DOVELLS,1963-04-27,67,3,14
Just One Look,DORIS TROY,1963-06-01,122,10,15
My Summer Love,RUBY AND THE ROMANTICS,1963-05-11,132,16,12
Falling,ROY ORBISON,1963-06-01,127,22,9
Ring Of Fire,JOHNNY CASH,1963-05-25,124,17,14
No One,RAY CHARLES,1963-06-22,81,21,8
Da Doo Ron Ron (When He Walked Me Home),THE CRYSTALS,1963-04-27,80,3,13
String Along,RICK NELSON,1963-05-25,72,25,9
Detroit City,BOBBY BARE,1963-06-08,112,16,13
Hopeless,ANDY WILLIAMS,1963-06-15,113,13,12
Still,BILL ANDERSON,1963-04-06,118,8,16
First Quarrel,PAUL AND PAULA,1963-06-01,90,27,8
My True Confession,BROOK BENTON,1963-06-15,99,22,9
I Wish I Were A Princess,LITTLE PEGGY MARCH,1963-06-01,82,32,7
Shut Down,THE BEACH BOYS,1963-04-06,105,23,16
Blowin' In The Wind,"PETER, PAUL AND MARY",1963-06-29,86,2,15
Without You (There Is Nothing),RAY CHARLES,1963-06-15,118,29,8
Don't Say Goodnight And Mean Goodbye,THE SHIRELLES,1963-06-15,96,26,9
I Love You Because,AL MARTINO,1963-03-23,129,3,18
Swinging On A Star,BIG DEE IRWIN with LITTLE EVA,1963-05-18,105,38,11
Birdland,CHUBBY CHECKER,1963-05-18,81,12,9
Goodnight My Love,THE FLEETWOODS,1963-06-01,84,32,11
(I Love You) Don't You Forget It,PERRY COMO,1963-06-01,93,39,9
Come And Get These Memories,MARTHA AND THE VANDELLAS,1963-04-06,97,29,16
Be True To Yourself,BOBBY VEE,1963-06-15,116,34,8
Six Days On The Road,DAVE DUDLEY,1963-06-01,109,32,12
Surfin' U.S.A.,THE BEACH BOYS,1963-03-23,74,3,17
Denise,RANDY AND THE RAINDROPS,1963-05-25,129,10,20
Hootenanny,THE GLENCOVES,1963-06-15,100,38,9
Come Go With Me,DION,1963-06-15,85,48,6
Till Then,THE CLASSICS,1963-06-08,113,20,11
Summer's Comin',KIRBY ST. ROMAIN,1963-06-08,124,49,8
Abilene,GEORGE HAMILTON IV,1963-06-15,108,15,15
Judy's Turn To Cry,LESLEY GORE,1963-07-06,80,5,11
The Good Life,TONY BENNETT,1963-05-04,130,18,11
Candy Girl,THE FOUR SEASONS,1963-07-06,78,3,13
Like A Big Guys Do,THE ROCKY FELLERS,1963-06-22,114,55,6
Your Old Stand By,MARY WELLS,1963-05-18,125,40,9
Shake A Tail Feather,THE FIVE DU-TONES,1963-05-18,90,51,12
Be Careful Of The Stones You Throw,DION,1963-06-22,111,31,9
Rock Me In The Cradle Of Love,DEE DEE SHARPE,1963-06-29,100,43,7
"Green, Green",THE NEW CHRISTY MINSTRELS,1963-06-29,83,14,12
18 Yellow Roses,BOBBY DARIN,1963-05-11,93,10,10
Poor Little Rich Girl,STEVE LAWRENCE,1963-05-25,76,27,8
Not Too Young To Get Married,BOBB B. SOXX AND THE BLUE JEANS,1963-06-01,115,63,7
Tips Of My Fingers,ROY CLARK,1963-05-25,110,45,13
"Don't Try To Fight It, Baby",EYDIE GORME,1963-06-01,83,53,7
I (Who Have Nothing),BEN E. KING,1963-06-29,99,29,12
My Block,THE FOUR PENNIES,1963-06-08,128,67,7
Gypsy Woman,RICK NELSON,1963-05-18,88,62,9
If My Pillow Could Talk,CONNIE FRANCIS,1963-05-18,95,23,9
I Wonder,BRENDA LEE,1963-07-06,115,25,9
Jack The Ripper,LINK WRAY AND HIS RAY MEN,1963-05-04,103,64,14
Mockingbird,INEZ FOXX with CHARLIE FOXX,1963-06-08,122,7,20
More,KAI WINDING AND ORCHESTRA,1963-07-06,90,8,15
My Whole World Is Falling Apart,BRENDA LEE,1963-07-06,85,24,9
Danke schoen,WAYNE NEWTON,1963-07-06,109,13,13
Brenda,THE CUPIDS,1963-06-22,103,57,8
