Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Come Softly To Me,FLEETWOODS,1959-03-09,55,1,16
The Happy Organ,DAVE 'BABY' CORTEZ,1959-03-16,68,1,17
Sorry (I Ran All The Way Home),IMPALAS,1959-03-16,84,2,18
Pink Shoelaces,DODIE STEVENS,1959-02-16,96,3,19
Guitar Boogie Shuffle,VIRTUES,1959-03-09,81,5,16
A Fool Such As I,ELVIS PRESLEY,1959-03-23,64,2,15
I Need Your Love Tonight,ELVIS PRESLEY,1959-03-30,33,4,13
Tell Him No,TRAVIS &amp; BOB,1959-03-23,85,8,13
Venus,FRANKIE AVALON,1959-02-09,99,1,17
Turn Me Loose,FABIAN,1959-03-30,79,9,13
Three Stars,TOMMY DEE,1959-03-30,82,11,12
Enchanted,PLATTERS,1959-03-23,93,12,15
That's Why,JACKIE WILSON,1959-03-23,97,13,13
Since I Don't Have You,SKYLINERS,1959-02-16,94,12,19
The Tijuana Jail,KINGSTON TRIO,1959-03-23,72,12,13
Kansas City,WILBERT HARRISON,1959-04-13,100,1,16
Take A Message To Mary,EVERLY BROTHERS,1959-03-30,61,16,13
There'll Never Be Anyone Else But You,RICKY NELSON,1959-02-23,65,6,16
Kookie Kookie,ED BYRNES &amp; CONNIE STEVENS,1959-04-20,72,4,13
A Teenager In Love,DION AND THE BELMONTS,1959-04-20,69,5,15
Tragedy,THOMAS WAYNE &amp; THE DELONS,1959-01-26,100,5,19
Poor Jenny,EVERLY BROTHERS,1959-03-30,69,22,12
Sea Cruise,FRANKIE FORD,1959-02-09,89,14,17
Only You,FRANK POURCEL'S FRENCH FIDDLES,1959-04-06,95,9,16
This Should Go On Forever,ROD BERNARD,1959-03-09,86,20,12
For A Penny,PAT BOONE,1959-03-23,91,23,11
Quiet Village,MARTIN DENNY,1959-04-13,95,4,16
Six Nights A Week,CRESTS,1959-03-23,96,28,13
Dream Lover,BOBBY DARIN,1959-04-20,90,2,17
It's Just A Matter Of Time,BROOK BENTON,1959-01-26,92,3,18
Come To Me,MARV JOHNSON,1959-03-16,98,30,15
Almost Grown,CHUCK BERRY,1959-03-30,96,32,13
So Fine,FIESTAS,1959-04-06,77,11,16
Goodbye Jimmy Goodbye,KATHY LINDEN,1959-04-13,70,11,14
It's Late,RICKY NELSON,1959-03-02,91,9,13
Battle Of New Orleans,JOHNNY HORTON,1959-04-27,93,1,21
Guess Who,JESSE BELVIN,1959-03-30,70,31,13
Endlessly,BROOK BENTON,1959-04-20,66,12,13
It Doesn't Matter Anymore,BUDDY HOLLY,1959-02-23,82,13,14
Comeone,JOHNNY MATHIS,1959-03-23,98,35,13
I Miss You So,PAUL ANKA,1959-03-30,97,33,9
Everybody Likes To Cha Cha Cha,SAM COOKE,1959-03-09,66,31,13
Charlie Brown,COASTERS,1959-02-02,69,2,15
Please Mr. Sun,TOMMY EDWARDS,1959-02-16,73,11,13
Tell Him No,DEAN &amp; MARC,1959-04-06,82,42,7
Yep,DUANE EDDY,1959-03-30,99,30,9
Morning Side Of The Mountain,TOMMY EDWARDS,1959-03-02,93,27,18
Personality,LLOYD PRICE,1959-04-27,65,2,19
Lovey Dovey,CLYDE McPHATTER,1959-04-06,83,49,8
I've Had It,BELL NOTES,1959-01-26,88,6,16
I Still Get A Thrill,JONI JAMES,1959-04-13,81,51,7
As Time Goes By,JOHNNY NASH,1959-03-16,87,43,11
Hawaiian Wedding Songs,ANDY WILLIAMS,1958-12-29,72,11,20
No Other Arms No Other Lips,CHORDETTES,1959-03-02,70,27,11
I Think I'm Gonna Kill Myself,BUDDY KNOX,1959-04-13,88,55,6
I've Come Of Age,BILLY STORM,1959-04-13,91,28,14
If I Didn't Care,CONNIE FRANCIS,1959-03-02,75,22,11
Where Were You On Our Wedding Day,LLOYD PRICE,1959-03-02,72,23,11
You're So Fine,FALCONS,1959-04-20,88,17,20
Bonaparte's Retreat,BILLY GRAMMER,1959-04-13,87,50,9
Lonely For You,GARY STITES,1959-04-13,94,24,14
I Need Your Lovin',ROY HAMILTON,1959-04-20,78,62,5
Castin' My Spell,JOHNNY OTIS SHOW,1959-04-27,80,52,5
That's My Little Suzie,RITCHIE VALENS,1959-04-06,98,55,8
The Wang Dang Taffy Apple Tango,PAT BOONE,1959-04-20,62,62,4
Crossfire,JOHNNY AND THE HURRICANES,1959-04-27,88,23,14
I'm Never Gonna Tell,JIMMIE RODGERS,1959-02-23,93,36,11
There's No Fool Like A Young Fool,TAB HUNTER,1959-04-27,76,68,5
I've Waited Too Long,LAVERN BAKER,1959-04-20,95,33,11
Gidget,JIMMY DARREN,1959-04-27,89,41,12
Frankie's Man Johnny,JOHNNY CASH,1959-04-27,77,57,7
The Beat,ROCKIN' RS,1959-03-23,81,57,8
Kansas City,HANK BALLARD AND THE MIDNIGHTERS,1959-05-04,73,72,4
Heavenly Lover,TERESA BREWER,1959-03-16,96,40,8
Jo-Jo The Dog-Faced Boy,ANNETTE,1959-04-13,90,73,4
I Told Myself A Lie,CLYDE McPHATTER,1959-04-20,97,70,5
Lonesome Old House,DON GIBSON,1959-05-04,77,71,3
The Kissing Tree,BILLY GRAMMER,1959-04-13,76,60,7
Who's That Knockin',GENIES,1959-03-30,88,71,6
A String Of Trumpets,TRUMPETEERS,1959-04-27,96,64,9
Just Keep It Up,DEE CLARK,1959-05-04,81,18,15
Your Cheatin' Heart,BILLY VAUGHN,1959-04-27,95,82,5
Robbin' The Cradle,TONY BELLUS,1959-04-27,87,25,26
The Walls Have Ears,PATTI PAGE,1959-05-04,84,84,2
Peace,McGUIRE SISTERS,1959-05-04,85,85,3
77 Sunset Strip,DON RALKE,1959-04-06,96,69,5
You Made Me Love You,NAT KING COLE,1959-05-04,87,45,9
Summer Dreams,McGUIRE SISTERS,1959-04-27,99,55,7
Young Ideas,CHICO HOLIDAY,1959-05-04,89,74,6
White Lightning,GEORGE JONES,1959-05-04,90,73,2
My Heart Is An Open Book,CARL DOBKINS JNR.,1959-04-27,83,3,23
Fountain Of Youth,FOUR LADS,1959-05-04,92,90,2
Little Queenie,CHUCK BERRY,1959-04-27,81,80,3
Alvin's Harmonica,DAVID SEVILLE &amp; THE CHIPMUNKS,1959-02-16,70,3,12
Old Spanish Town,BELL NOTES,1959-05-04,95,83,3
