Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Closer,THE CHAINSMOKERS featuring HALSEY,2016-08-20,9,1,52
Heathens,TWENTY ONE PILOTS,2016-07-09,14,2,39
Cold Water,MAJOR LAZER featuring JUSTIN BIEBER &amp; MO,2016-08-13,2,2,27
Let Me Love You,DJ SNAKE featuring JUSTIN BIEBER,2016-08-27,12,4,33
Cheap Thrills,SIA featuring SEAN PAUL,2016-03-05,81,1,52
Treat You Better,SHAWN MENDES,2016-06-25,34,6,39
Don't Let Me Down,THE CHAINSMOKERS featuring DAYA,2016-03-12,81,3,51
Broccoli,D.R.A.M. featuring LIL YACHTY,2016-07-02,87,5,37
We Don't Talk Anymore,CHARLIE PUTH featuring SELENA GOMEZ,2016-07-02,86,9,23
This Is What You Came For,CALVIN HARRIS featuring RIHANNA,2016-05-21,9,3,32
Ride,TWENTY ONE PILOTS,2016-04-02,96,5,39
Needed Me,RIHANNA,2016-02-20,91,7,45
Send My Love (To Your New Lover),ADELE,2016-06-11,26,8,26
One Dance,DRAKE featuring WIZKID &amp; KYLA,2016-04-23,21,1,36
Too Good,DRAKE featuring RIHANNA,2016-05-21,52,14,29
Gold,KIIARA,2016-06-11,96,13,27
Can't Stop The Feeling!,JUSTIN TIMBERLAKE,2016-05-28,1,1,52
Side To Side,ARIANA GRANDE featuring NICKI MINAJ,2016-09-17,31,4,28
I Hate U I Love U,GNASH featuring OLIVIA O'BRIEN,2016-05-07,93,10,39
Into You,ARIANA GRANDE,2016-06-11,51,13,23
Forever Country,"ARTISTS OF THEN, NOW &amp; FOREVER",2016-10-08,21,21,4
Luv,TORY LANEZ,2016-07-16,96,19,22
Sucker For Pain,"LIL WAYNE, WIZ KHALIFA &amp; IMAGINE DRAGONS with LOGIC, TY DOLL",2016-07-16,32,15,22
My Way,CALVIN HARRIS,2016-10-08,24,24,10
Hymn For The Weekend,COLDPLAY,2016-07-02,88,25,21
This Girl,KUNGS vs COOKIN' ON 3 BURNERS,2016-08-13,91,26,14
Unsteady,X AMBASSADORS,2016-06-04,99,20,34
Panda,DESIIGNER,2016-03-12,96,1,40
"Sit Still, Look Pretty",DAYA,2016-06-18,100,28,24
For Free,DJ KHALED featuring DRAKE,2016-06-25,18,13,20
Starving,HAILEE STEINFELD &amp; GREY featuring ZEDD,2016-08-20,96,12,29
No Limit,USHER featuring YOUNG THUG,2016-07-16,80,32,20
Controlla,DRAKE,2016-05-21,34,16,26
The Greatest,SIA featuring KENDRICK LAMAR,2016-09-24,52,18,23
Tiimy Turner,DESIIGNER,2016-08-13,46,34,20
Never Be Like You,FLUME featuring KAI,2016-04-23,98,20,26
Setting The World On Fire,KENNY CHESNEY featuring P!NK,2016-08-20,29,29,20
Just Like Fire,P!NK,2016-05-07,42,10,26
Work From Home,FIFTH HARMONY featuring TY DOLLA $IGN,2016-03-19,12,4,34
