Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Shape Of You,ED SHEERAN,2017-01-28,1,1,42
Bad And Boujee,MIGOS featuring LIL UZI VERT,2016-12-03,76,1,36
I Don't Wanna Live Forever (Fifty Shades Darker),ZAYN / TAYLOR SWIFT,2016-12-31,6,2,23
That's What I Like,BRUNO MARS,2017-02-11,82,1,40
Something Just Like This,THE CHAINSMOKERS &amp; COLDPLAY,2017-03-11,56,3,36
Love On The Brain,RIHANNA,2016-11-12,80,5,30
Paris,THE CHAINSMOKERS,2017-02-04,7,6,20
Tunnel Vision,KODAK BLACK,2017-03-11,27,6,20
Bounce Back,BIG SEAN,2016-11-26,61,6,28
Closer,THE CHAINSMOKERS featuring HALSEY,2016-08-20,9,1,52
I Feel It Coming,THE WEEKND featuring DAFT PUNK,2016-12-10,48,4,26
Chained To The Rhythm,KATY PERRY featuring SKIP MARLEY,2017-03-04,4,4,15
Can't Stop The Feeling!,JUSTIN TIMBERLAKE,2016-05-28,1,1,52
iSpy,KYLE featuring LIL YACHTY,2017-01-14,80,4,30
Bad Things,MACHINE GUN KELLY x CAMILLA CABELLO,2016-11-26,73,4,22
Fake Love,DRAKE,2016-11-12,24,8,25
Mercy,SHAWN MENDES,2016-10-15,68,15,31
24K Magic,BRUNO MARS,2016-10-29,5,4,41
Scars To Your Beautiful,ALESSIA CARA,2016-09-17,95,8,43
Body Like A Back Road,SAM HUNT,2017-02-18,38,6,39
Down,MARIAN HILL,2017-02-04,99,21,17
It Ain't Me,KYGO x SELENA GOMEZ,2017-03-04,93,10,29
Starboy,THE WEEKND featuring DAFT PUNK,2016-10-08,40,1,30
Rockabye,CLEAN BANDIT featuring SEAN PAUL &amp; ANNE-MARIE,2016-12-24,100,9,27
Don't Wanna Know,MAROON 5 featuring KENDRICK LAMAR,2016-10-29,56,6,27
Say You Won't Let Go,JAMES ARTHUR,2016-11-12,100,11,52
Issues,JULIA MICHAELS,2017-02-11,87,11,29
Stay,ZEDD &amp; ALESSIA CARA,2017-03-18,28,7,31
Black Beatles,RAE SREMMURD featuring GUCCI MANE,2016-10-01,96,1,27
Million Reasons,LADY GAGA,2017-02-25,4,4,9
T-Shirt,MIGOS,2017-02-04,43,19,25
Cold,MAROON 5 featuring FUTURE,2017-03-04,42,16,20
All Time Low,JON BELLION,2016-10-29,82,16,22
Slide,CALVIN HARRIS featuring FRANK OCEAN &amp; MIGOS,2017-03-18,34,25,20
Congratulations,POST MALONE featuring QUAVO,2017-01-21,90,8,43
Let Me Love You,DJ SNAKE featuring JUSTIN BIEBER,2016-08-27,12,4,33
Selfish,FUTURE featuring RIHANNA,2017-03-18,37,37,10
Caroline,AMINE,2016-09-24,96,11,28
Side To Side,ARIANA GRANDE featuring NICKI MINAJ,2016-09-17,31,4,28
Swang,RAE SREMMURD,2017-01-07,99,26,26
Water Under The Bridge,ADELE,2016-12-03,94,26,21
Better Man,LITTLE BIG TOWN,2016-11-19,54,34,20
Heathens,TWENTY ONE PILOTS,2016-07-09,14,2,39
Dirt On My Boots,JON PARDI,2016-12-24,95,37,20
Treat You Better,SHAWN MENDES,2016-06-25,34,6,39
Mask Off,FUTURE,2017-03-11,49,5,31
Party,CHRIS BROWN featuring USHER &amp; GUCCI MANE,2017-01-07,58,40,20
Comin Out Strong,FUTURE featuring THE WEEKND,2017-03-18,48,48,3
Both,GUCCI MANE featuring DRAKE,2017-01-07,41,41,22
I Got You,BEBE REXHA,2017-01-21,94,43,11
Location,KHALID,2017-01-28,77,16,42
Despacito,LUIS FONSI featuring DADDY YANKEE,2017-02-04,88,1,41
How Far I'll Go,AULI'I CRAVALHO,2017-03-18,53,46,9
Deja Vu,J. COLE,2016-12-31,7,7,20
Think A Little Less,MICHAEL RAY,2017-01-14,90,54,16
Make Me (Cry),NOAH CYRUS featuring LABRINTH,2017-01-07,75,46,14
Goosebumps,TRAVIS SCOTT,2017-01-14,85,50,13
Everyday,ARIANA GRANDE featuring NATURE,2017-03-04,85,55,7
Believer,IMAGINE DRAGONS,2017-02-25,43,4,38
Rolex,AYO &amp; TEO,2017-03-04,87,20,25
Shining,DJ KHALED featuring BEYONCE &amp; JAY Z,2017-03-04,62,57,13
Play That Song,TRAIN,2016-12-24,77,41,19
Sober Saturday Night,CHRIS YOUNG featuring VINCE GILL,2017-01-21,92,47,11
Draco,FUTURE,2017-03-11,46,46,8
Moves,BIG SEAN,2017-01-14,71,38,18
Look At Me!,XXXTENTACION,2017-02-25,95,34,20
Party Monster,THE WEEKND,2016-12-10,39,16,19
Fast,LUKE BRYAN,2017-02-11,81,58,13
Today,BRAD PAISLEY,2017-01-28,95,67,10
Any Ol' Barstool,JASON ALDEAN,2017-02-11,93,52,18
Call On Me,STARLEY,2017-01-28,94,65,17
Cash Me Outside (#CashMeOutside),DJ SUEDE THE REMIX GOD,2017-03-04,88,72,3
Love,LANA DEL REY,2017-03-11,44,44,2
Hurricane,LUKE COMBS,2017-03-04,96,31,22
Castle On The Hill,ED SHEERAN,2017-01-28,6,6,33
Used To This,FUTURE featuring DRAKE,2016-11-26,14,14,18
No Heart,21 SAVAGE &amp; METRO BOOMIN,2016-11-12,85,43,19
Make Love,GUCCI MANE &amp; NICKI MINAJ,2017-03-18,78,78,1
Kill A Word,ERIC CHURCH featuring RHIANNON GIDDENS,2017-01-14,82,71,13
How Far I'll Go,ALESSIA CARA,2016-12-31,94,56,18
The Weekend,BRANTLEY GILBERT,2017-01-21,95,64,20
Heavy,LINKIN PARK featuring KIIARA,2017-03-11,52,50,17
Redbone,CHILDISH GAMBINO,2017-03-18,83,12,32
Road Less Traveled,LAUREN ALAINA,2017-02-11,86,67,12
In Case You Didn't Know,BRETT YOUNG,2017-02-25,94,19,28
Selfish,PNB ROCK,2016-11-26,87,51,19
Star Of The Show,THOMAS RHETT,2016-11-19,88,45,19
Love Me Now,JOHN LEGEND,2016-11-19,98,23,18
Losin Control,RUSS,2017-03-18,89,62,19
Chantaje,SHAKIRA featuring MALUMA,2016-12-10,77,51,17
A Guy With A Girl,BLAKE SHELTON,2016-12-03,97,42,17
"God, Your Mama, And Me",FLORIDA GEORGIA LINE featuring BACKSTREET BOYS,2017-03-18,92,92,1
The Fighter,KEITH URBAN featuring CARRIE UNDERWOOD,2017-03-04,53,38,21
Slippery,MIGOS featuring GUCCI MANE,2017-02-18,48,48,5
Not Nice,PARTYNEXTDOOR,2017-02-04,95,82,7
Hometown Girl,JOSH TURNER,2017-03-18,96,56,16
Yeah Boy,KELSEA BALLERINI,2017-03-04,94,91,5
Black,DIERKS BENTLEY,2017-03-04,92,92,3
El Amante,NICKY JAM,2017-03-04,98,98,3
Green Light,LORDE,2017-03-18,100,19,9
