Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
When A Man Loves A Woman,PERCY SLEDGE,1966-04-09,100,1,13
A Groovy Kind Of Love,MINDBENDERS,1966-03-26,126,2,16
Paint It Black,ROLLING STONES,1966-05-14,48,1,11
Did You Ever Have To Make Up Your Mind,LOVIN' SPOONFUL,1966-05-07,65,2,11
I Am A Rock,SIMON AND GARFUNKEL,1966-04-30,113,3,12
Monday Monday,MAMAS AND THE PAPAS,1966-04-09,79,1,12
Rainy Day Women Nos. 12 & 35,BOB DYLAN,1966-04-09,126,2,11
It's A Man's Man's Man's World,JAMES BROWN,1966-04-30,70,8,9
Green Grass,GARY LEWIS AND THE PLAYBOYS,1966-05-14,49,8,8
Strangers In The Night,FRANK SINATRA,1966-05-07,90,1,15
Love Is Like An Itching In My Heart,SUPREMES,1966-04-30,62,9,8
Barefootin',ROBERT PARKER,1966-04-09,134,7,16
Sweet Talking Guy,CHIFFONS,1966-04-30,123,10,11
Kicks,PAUL REVERE AND THE RAIDERS,1966-03-19,62,4,14
Good Lovin',YOUNG RASCALS,1966-03-05,125,1,15
The Sun Ain't Gonna Shine Anymore,WALKER BROTHERS,1966-04-16,84,13,9
Cool Jerk,CAPITOLS,1966-04-16,104,7,16
Oh How Happy,SHADES OF BLUE,1966-04-23,130,12,14
Opus 17,FOUR SEASONS,1966-05-21,63,13,8
Message To Michael,DIONNE WARWICK,1966-04-02,79,8,12
The More I See You,CHRIS MONTEZ,1966-04-16,98,16,14
Come On Let's Go,McCOYS,1966-04-16,119,22,10
You Don't Have To Say You Love Me,DUSTY SPRINGFIELD,1966-05-21,76,4,13
Road Runner,JUNIOR WALKER &amp; THE ALL STARS,1966-04-09,97,20,12
Mama,B.J. THOMAS,1966-05-14,88,22,8
Double Shot,SWINGIN' MEDALLIONS,1966-04-09,113,17,15
Sloop John B,BEACH BOYS,1966-03-26,112,3,12
How Does That Grab You Darlin',NANCY SINATRA,1966-04-23,49,7,8
Hold On I'm Comin',SAM &amp; DAVE,1966-04-23,95,21,13
Don't Bring Me Down,ANIMALS,1966-05-14,118,12,11
Gloria,SHADOWS OF KNIGHT,1966-03-12,105,10,13
Eight Miles High,BYRDS,1966-04-09,87,14,9
Girl In Love,OUTSIDERS,1966-05-07,123,21,10
Backstage,GENE PITNEY,1966-04-23,86,25,8
Red Rubber Ball,CYRKLE,1966-05-21,90,2,13
Let's Start All Over Again,RONNIE DOVE,1966-04-09,109,20,9
The Ballad Of Irving,FRANK GALLOP,1966-04-16,82,34,9
The A Team,S/SGT. BARRY SADLER,1966-04-23,79,28,7
I Love You 1000 Times,PLATTERS,1966-04-23,125,31,15
I Love You Drops,VIC DANA,1966-04-30,122,30,9
Come Running Back,DEAN MARTIN,1966-05-07,83,35,7
Twinkle Toes,ROY ORBISON,1966-04-23,105,39,7
Dum-De-Da,BOBBY VINTON,1966-04-23,113,40,7
Ain't Too Proud To Beg,TEMPTATIONS,1966-05-21,101,13,14
Dirty Water,STANDELLS,1966-03-26,132,11,20
Dedicated Follower Of Fashion,THE KINKS,1966-05-14,115,36,7
The Last Word In Lonesome Is Me,EDDY ARNOLD,1966-05-14,82,40,7
S.Y.S.L.J.F.M.,JOE TEX,1966-05-14,90,39,7
It's Over,JIMMIE RODGERS,1966-05-07,130,37,8
Crying,JAY &amp; THE AMERICANS,1966-05-21,111,25,7
