Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Bad Day,DANIEL POWTER,2006-02-25,55,1,32
Temperature,SEAN PAUL,2006-01-21,74,1,31
What You Know,T.I.,2006-03-18,83,3,20
Ridin',CHAMILLIONAIRE featuring KRAYZIE BONE,2006-03-04,88,1,31
Unwritten,NATASHA BEDINGFIELD,2005-12-10,77,5,42
Control Myself,LL COOL J featuring JENNIFER LOPEZ,2006-04-29,4,4,8
"Lean Wit It, Rock Wit It",DEM FRANCHIZE BOYS featuring LIL PEANUT &amp; CHARLAY,2006-01-21,91,7,25
You're Beautiful,JAMES BLUNT,2005-11-12,88,1,38
Ms. New Booty,BUBBA SPARXXX featuring YING YANG TWINS &amp; MR. COLLIPARK,2006-02-04,87,7,24
Dani California,RED HOT CHILI PEPPERS,2006-04-22,24,6,26
Be Without You,MARY J. BLIGE,2005-11-26,93,3,33
Let U Go,ASHLEY PARKER ANGEL,2006-04-29,17,12,15
What Hurts The Most,RASCAL FLATTS,2006-02-18,97,6,51
Walk Away,KELLY CLARKSON,2006-01-21,97,12,29
Move Along,THE ALL-AMERICAN REJECTS,2006-02-11,100,15,39
Everytime We Touch,CASCADA,2005-12-17,86,10,31
So Sick,NE-YO,2005-12-10,79,1,25
Over My Head (Cable Car),THE FRAY,2006-02-25,98,8,42
Beep,THE PUSSYCAT DOLLS featuring WILL.I.AM,2006-02-04,93,13,20
Savin' Me,NICKELBACK,2006-03-18,94,19,28
Where'd You Go,FORT MINOR featuring HOLLY BROOK &amp; JONAH MATRANGA,2006-04-22,86,4,20
Touch It,BUSTA RHYMES,2005-12-24,88,16,23
Yo (Excuse Me Miss),CHRIS BROWN,2005-12-31,89,7,21
Who Says You Can't Go Home,BON JOVI,2006-01-28,98,23,26
When You're Mad,NE-YO,2006-03-18,99,15,20
Poppin' My Collar,THREE 6 MAFIA,2006-03-04,91,21,16
Hips Don't Lie,SHAKIRA featuring WYCLEF JEAN,2006-04-01,84,1,31
Not Ready To Make Nice,DIXIE CHICKS,2006-05-06,28,23,3
Rompe,DADDY YANKEE,2005-12-03,90,24,28
For You I Will (Confidence),TEDDY GEIGER,2006-02-18,90,29,20
I'm N Luv (Wit A Stripper),T-PAIN featuring MIKE JONES,2005-12-31,87,5,20
Stupid Girls,P!NK,2006-02-25,24,13,16
What's Left On Me,NICK LACHEY,2006-03-11,89,6,25
SOS,RIHANNA,2006-02-25,81,1,28
Check On It,BEYONCE featuring SLIM THUG,2005-11-19,72,1,28
Grillz,"NELLY featuring PAUL WALL, ALI &amp; GIPP",2005-11-19,84,1,28
Love,KEYSHIA COLE,2006-02-04,82,19,19
Best Friend,50 CENT &amp; OLIVIA,2006-03-11,72,35,15
"Dance, Dance",FALL OUT BOY,2005-11-05,66,9,31
Girl,PAUL WALL,2006-03-18,95,35,16
Because Of You,KELLY CLARKSON,2005-09-03,99,7,37
Gimme That,CHRIS BROWN featuring LIL' WAYNE,2006-04-22,80,15,20
Shake That,EMINEM featuring NATE DOGG,2005-12-24,76,6,21
Run It!,CHRIS BROWN,2005-08-27,92,1,38
Dirty Little Secret,ALL-AMERICAN REJECTS,2005-08-20,91,9,38
I Write Sins Not Tragedies,PANIC! AT THE DISCO,2006-03-18,98,7,37
Girl Next Door,SAVING JANE,2006-02-25,91,31,20
Fresh Azimiz,BOW WOW featuring J-KWON &amp; JERMAINE DUPRI,2005-12-24,84,23,20
When The Stars Go Blue,TIM McGRAW,2006-04-15,57,37,20
Pump It,THE BLACK EYED PEAS,2005-12-24,90,18,20
Gettin' Some,SHAWNNA,2006-04-01,96,31,19
Tell Me When To Go,E-40 featuring KEAK DA SNEAK,2006-03-04,99,35,15
Tonight I Wanna Cry,KEITH URBAN,2005-12-31,86,36,20
Why,JASON ALDEAN,2006-03-18,96,43,20
Get Drunk And Be Somebody,TOBY KEITH,2006-01-21,93,47,20
Settle For A Slowdown,DIERKS BENTLEY,2006-04-01,89,42,18
Ever The Same,ROB THOMAS,2006-01-21,92,48,20
The Real Thing,BO BICE,2006-03-25,98,56,16
Upside Down,JACK JOHNSON,2006-01-28,69,38,20
Say I,CHRISTINA MILIAN featuring YOUNG JEEZY,2006-04-15,98,21,13
It's Goin' Down,YUNG JOC,2006-04-15,95,3,28
Something's Gotta Give,LeANN RIMES,2006-03-25,100,51,18
4 Minutes,AVANT,2006-03-25,94,52,14
Snap Yo Fingers,LIL JON featuring E-40 &amp; SEAN PAUL of THE YOUNGBLOODZ,2006-04-08,98,7,28
"A Little Less Sixteen Candles, A Little More Touch Me",FALL OUT BOY,2006-04-08,91,65,13
Beautiful Love,THE AFTERS,2006-04-08,69,55,6
So What,FIELD MOB featuring CIARA,2006-04-22,88,10,21
Believe,BROOKS &amp; DUNN,2006-01-21,90,60,17
The Lucky One,FAITH HILL,2006-04-08,93,69,9
Rush,ALY &amp; AJ,2006-03-04,92,59,11
Your Man,JOSH TURNER,2006-01-21,86,38,17
Wherever You Are,JACK INGRAM,2006-03-25,97,63,13
Why You Wanna,T.I.,2006-04-29,79,29,20
Can't Let Go,ANTHONY HAMILTON,2006-03-18,93,71,17
We Run This,MISSY ELLIOTT,2006-05-06,75,48,5
Black Horse & The Cherry Tree,KT TUNSTALL,2006-03-25,91,20,30
The Only Difference Between Martyrdom And Suicide Is Press C,PANIC! AT THE DISCO,2006-04-01,88,77,8
MakeDamnSure,TAKING BACK SUNDAY,2006-05-06,78,48,18
Enough Cryin',MARY J. BLIGE featuring BROOK-LYN,2006-04-22,90,32,20
Living In Fast Forward,KENNY CHESNEY,2006-01-28,95,48,17
Size Matters (Someday),JOE NICHOLS,2006-04-15,100,71,14
In My Mind,HEATHER HEADLEY,2006-02-18,94,75,15
Hate Me,BLUE OCTOBER,2006-04-29,88,31,28
Summertime,KENNY CHESNEY,2006-04-29,98,34,20
King Without A Crown,MATISYAHU,2006-02-04,98,28,14
Me & U,CASSIE,2006-04-29,94,3,27
Every Time I Hear Your Name,KEITH ANDERSON,2006-04-22,99,64,19
The Seashores Of Old Mexico,GEORGE STRAIT,2006-04-29,86,85,7
Nobody But Me,BLAKE SHELTON,2006-02-18,98,60,13
DJ Play A Love Song,JAMIE FOXX featuring TWISTA,2006-05-06,90,45,14
Good Luck Charm,JAGGED EDGE,2006-04-22,100,73,10
Torn,LeTOYA,2006-05-06,92,31,20
Animal I Have Become,THREE DAYS GRACE,2006-05-06,93,88,2
Back Like That,GHOSTFACE KILLAH featuring NE-YO,2006-04-15,76,61,10
Say Somethin',MARIAH CAREY featuring SNOOP DOGG,2006-04-29,93,79,5
Hustler Musik,LIL WAYNE,2006-04-29,96,96,2
Always On Your Side,SHERYL CROW &amp; STING,2006-03-18,35,33,8
Don't Forget To Remember Me,CARRIE UNDERWOOD,2006-05-06,98,49,17
The Adventure,ANGELS AND AIRWAVES,2006-04-29,92,55,14
The World,BRAD PAISLEY,2006-05-06,100,45,20
