Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Get Busy,SEAN PAUL,2003-02-22,82,1,32
21 Questions,50 CENT feat NATE DOGG,2003-03-22,74,1,23
Ignition,R KELLY,2002-11-09,92,2,42
I Know What You Want,BUSTA RHYMES &amp; MARIAH CAREY feat THE FLIPMODE SQUAD,2003-03-08,57,3,24
Can't Let You Go,FABOLOUS feat MIKE SHOREY &amp; LIL' MO,2003-03-08,73,4,23
In Da Club,50 CENT,2003-01-11,67,1,30
Rock Your Body,JUSTIN TIMBERLAKE,2003-03-22,61,5,22
Bring Me To Life,EVANESCENCE feat PAUL McCOY,2003-03-15,64,5,32
When I'm Gone,3 DOORS DOWN,2002-11-23,67,4,45
Picture,KID ROCK featuring SHERYL CROW,2002-11-30,91,4,34
Beautiful,SNOOP DOGG feat PHARRELL &amp; UNCLE CHARLIE WILSON,2003-02-08,69,6,20
No Letting Go,WAYNE WONDER,2003-01-11,75,11,31
Magic Stick,LIL' KIM featuring 50 CENT,2003-04-26,75,2,24
Unwell,MATCHBOX TWENTY,2003-03-22,59,5,54
How You Gonna Act Like That,TYRESE,2003-01-04,73,7,25
If You're Not The One,DANIEL BEDINGFIELD,2003-04-05,55,15,20
Sing For The Moment,EMINEM,2003-04-05,52,14,18
Miss You,AALIYAH,2002-11-30,55,3,30
I Can,NAS,2003-03-01,46,12,20
Fighter,CHRISTINA AGUILERA,2003-04-12,61,20,20
So Gone,MONICA,2003-04-26,66,10,22
Snake,R. KELLY featuring BIG TIGGER,2003-04-26,69,16,17
Put That Woman First,JAHEIM,2003-03-22,75,20,20
Drift Away,UNCLE KRACKER feat DOBIE GRAY,2003-03-29,75,9,35
Rock Wit U (Awww Baby),ASHANTI,2003-05-10,56,2,21
Say Yes,FLOETRY,2003-03-29,72,24,20
Hell Yeah,GINUWINE feat BABY,2003-02-22,64,17,20
Don't Wanna Try,FRANKIE J,2003-04-12,76,19,20
Clocks,COLDPLAY,2003-02-01,67,29,22
Angel,AMANDA PEREZ,2003-02-01,64,20,20
Like A Stone,AUDIOSLAVE,2003-03-01,72,31,20
I'm Glad,JENNIFER LOPEZ,2003-05-03,64,32,16
Three Wooden Crosses,RANDY TRAVIS,2003-04-05,73,31,20
Somewhere I Belong,LINKIN PARK,2003-03-15,47,32,20
I'm With You,AVRIL LAVIGNE,2002-12-07,63,4,27
She's My Kind Of Rain,TIM McGRAW,2003-03-01,76,27,20
Have You Forgotten?,DARRYL WORLEY,2003-03-15,50,22,20
Raining On Sunday,KEITH URBAN,2003-03-15,69,38,19
I Believe,DIAMOND RIO,2003-03-22,69,31,20
The Game Of Love,SANTANA featuring MICHELLE BRANCH,2002-10-05,66,5,37
Beer For My Horses,TOBY KEITH duet with WILLIE NELSON,2003-05-03,74,22,20
Beware Of The Boys (Mundian To Bach Ke),PANJABI MC featuring JAY-Z,2003-04-12,97,33,12
Never Scared,BONECRUSHER feat KILLER MIKE &amp; T.I.,2003-04-05,99,26,20
My Front Porch Looking In,LONESTAR,2003-04-19,74,23,22
What A Beautiful Day,CHRIS CAGLE,2003-03-29,71,41,20
Miss Independent,KELLY CLARKSON,2003-05-17,61,9,20
Excuse Me Miss,JAY-Z,2003-02-15,53,8,19
4 Ever,LIL' MO featuring FABOLOUS,2003-03-22,92,37,20
Beautiful,CHRISTINA AGUILERA,2002-11-23,62,2,27
What Would You Do?,THE ISLEY BROTHERS feat RONALD ISLEY,2003-04-05,74,49,20
Big Yellow Taxi,COUNTING CROWS featuring VANESSA CARLTON,2003-03-29,63,42,20
Headstrong,TRAPT,2003-04-05,71,52,20
Intuition,JEWEL,2003-05-10,73,20,20
The Jump Off,LIL' KIM featuring MR. CHEEKS,2003-02-08,66,17,20
Love You Out Loud,RASCAL FLATTS,2003-04-05,72,30,20
