Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Call Me,BLONDIE,1980-02-16,80,1,25
Funky Town,LIPPS INC.,1980-03-29,89,1,23
Lost In Love,AIR SUPPLY,1980-02-09,81,3,23
Don't Fall In Love With A Dreamer,KENNY ROGERS &amp; KIM CARNES,1980-03-29,56,4,19
Sexy Eyes,DR. HOOK,1980-02-16,71,5,21
Biggest Part Of Me,AMBROSIA,1980-04-06,60,3,19
Stomp,BROTHERS JOHNSON,1980-03-22,70,7,18
Hurt So Bad,LINDA RONSTADT,1980-04-13,46,8,14
Ride Like The Wind,CHRISTOPHER CROSS,1980-02-16,61,2,21
Cars,GARY NUMAN,1980-02-16,81,9,25
Against The Wind,BOB SEGER,1980-05-04,54,5,17
I Can't Help It,ANDY GIBB &amp; OLIVIA NEWTON-JOHN,1980-03-29,63,12,13
The Rose,BETTE MIDLER,1980-03-22,86,3,25
Coming Up,PAUL McCARTNEY,1980-04-27,73,1,21
Brass In Pocket,PRETENDERS,1980-02-16,92,15,20
Breakdown Dead Ahead,BOZ SCAGGS,1980-03-29,65,14,16
Another Brick In The Wall,PINK FLOYD,1980-01-19,77,1,25
Steal Away,ROBBIE DUPREE,1980-04-20,75,6,22
She's Out Of My Life,MICHAEL JACKSON,1980-04-20,57,10,16
Little Jeannie,ELTON JOHN,1980-05-04,65,3,21
Heart Hotels,DAN FOGELBERG,1980-03-29,66,21,12
You May Be Right,BILLY JOEL,1980-03-15,53,7,15
Train In Vain,CLASH,1980-03-29,74,23,13
Pilot Of The Airwaves,CHARLIE DORE,1980-02-23,74,13,17
Let's Get Serious,JERMAINE JACKSON,1980-04-06,73,9,22
With You I'm Born Again,BILLY PRESTON &amp; SYREETA,1979-12-08,98,4,29
Wondering Where The Lions Are,BRUCE COCKBURN,1980-03-29,75,21,16
The Seduction,JAMES LAST,1980-04-06,67,28,12
Cupid / I've Loved You For A Long Time (Medley),THE SPINNERS,1980-05-17,67,4,19
Should've Never Let You Go,NEIL SEDAKA &amp; DARA SEDAKA,1980-03-29,90,19,19
Let Me Be The Clock,SMOKEY ROBINSON,1980-03-15,88,31,14
Gee Whiz,BERNADETTE PETERS,1980-03-29,88,31,13
Let Me Love You Tonight,PURE PRAIRIE LEAGUE,1980-05-11,81,10,17
Lady,WHISPERS,1980-04-13,107,28,12
Headed For A Fall,FIREFALL,1980-04-20,62,35,8
I Don't Want To Walk Without You,BARRY MANILOW,1980-04-20,70,36,10
We Live For Love,PAT BENATAR,1980-04-06,88,27,14
It's Still Rock & Roll To Me,BILLY JOEL,1980-05-24,38,1,21
Don't Say Goodnight,ISLEY BROTHERS,1980-04-20,76,39,9
Love Stinks,J. GEILS BAND,1980-04-20,73,38,11
We Were Meant To Be Lovers,PHOTOGLO,1980-03-29,97,31,14
Twilight Zone,MANHATTAN TRANSFER,1980-04-20,84,30,12
New Romance,SPIDER,1980-04-20,90,39,11
Two Places At The Same Time,RAY PARKER JR. &amp; THE RAYDIO,1980-03-22,107,30,18
Theme From New York New York,FRANK SINATRA,1980-05-04,76,32,12
Do Right,PAUL DAVIS,1980-03-08,76,23,14
Shining Star,MANHATTANS,1980-04-27,90,5,25
Tired Of Toein' The Line,ROCKY BURNETTE,1980-05-11,71,8,19
Answering Machine,RUPERT HOLMES,1980-05-04,82,32,11
Don't Push It Don't Force It,LEON HAYWOOD,1980-04-06,93,49,11
Coming Down From Love,BOBBY CALDWELL,1980-04-20,89,42,10
Fool For A Pretty Face,HUMBLE PIE,1980-04-27,85,52,7
Power,TEMPTATIONS,1980-05-11,73,43,9
It's Not A Wonder,LITTLE RIVER BAND,1980-05-04,84,51,6
Run Like Hell,PINK FLOYD,1980-05-11,80,53,6
Rock Lobster,B-52'S,1980-04-20,87,56,8
Fire Lake,BOB SEGER,1980-02-23,65,6,16
I Can't Tell You Why,EAGLES,1980-02-23,60,8,16
Here Comes My Girl,TOM PETTY AND THE HEARTBREAKERS,1980-04-27,80,59,7
Atomic,BLONDIE,1980-05-17,71,39,9
One Fine Day,CAROLE KING,1980-05-17,73,12,17
Starting Over Again,DOLLY PARTON,1980-04-06,74,36,9
All Night Long,JOE WALSH,1980-05-17,74,19,16
Hold On To My Love,JIMMY RUFFIN,1980-03-01,63,10,14
Happy Together,CAPTAIN AND TENNILLE,1980-05-11,85,53,6
Back Together Again,ROBERTA FLACK with DONNY HATHAWAY,1980-05-17,76,56,8
Clones (We're All),ALICE COOPER,1980-05-17,77,40,9
King Of The Hill,RICK PINETTE &amp; OAK,1980-05-11,88,36,14
All Night Thing,THE INVISIBLE MAN'S BAND,1980-05-11,103,45,11
Ashes By Now,RODNEY CROWELL,1980-05-11,90,37,11
I'm Alive,ELECTRIC LIGHT ORCHESTRA,1980-05-24,71,16,15
Dancin' Like Lovers,MARY MacGREGOR,1980-04-20,103,72,8
Is This Love,THE PAT TRAVERS BAND,1980-05-17,84,50,7
Magic,OLIVIA NEWTON-JOHN,1980-05-24,74,1,23
Stand By Me,MICKEY GILLEY,1980-05-17,85,22,18
Inside Of You,RAY GOODMAN AND BROWN,1980-05-11,84,76,4
Angel Say No,TOMMY TUTONE,1980-05-24,77,38,8
Somethin' 'Bout You Baby I Like,GLEN CAMPBELL &amp; RITA COOLIDGE,1980-05-17,88,42,10
Love And Loneliness,THE MOTORS,1980-05-17,89,78,5
A Lover's Holiday,CHANGE,1980-05-11,104,40,14
Misunderstanding,GENESIS,1980-05-24,81,14,18
Gone Too Far,EDDIE RABBITT,1980-05-04,88,82,4
Walks Like A Lady,JOURNEY,1980-05-24,83,32,13
And The Cradle Will Rock,VAN HALEN,1980-05-24,84,55,7
Real Love,CRETONES,1980-03-29,107,79,11
