Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks
Freak Me,SILK,1993-02-20,42,1,24
That's The Way Love Goes,JANET JACKSON,1993-05-01,14,1,23
Informer,SNOW,1993-01-09,79,1,25
"Love Is (From ""Beverly Hills, 90210"")",VANESSA WILLIAMS / BRIAN McKNIGHT,1993-01-23,92,3,28
"I Have Nothing (From ""The Bodyguard"")",WHITNEY HOUSTON,1993-02-27,42,4,20
"Nuthin' But A ""G"" Thang",DR. DRE,1993-01-30,95,2,27
Don't Walk Away,JADE,1992-12-19,86,4,35
I'm So Into You,SWV,1993-02-06,94,6,27
Looking Through Patient Eyes,P.M. DAWN,1993-03-20,55,6,21
Ditty,PAPERBOY,1992-12-19,77,10,30
Two Princes,SPIN DOCTORS,1993-01-30,85,7,29
Knockin' Da Boots,H-TOWN,1993-04-10,91,3,25
Comforter,SHAI,1993-01-23,57,10,24
Hip Hop Hooray,NAUGHTY BY NATURE,1993-01-30,84,8,22
Who Is It,MICHAEL JACKSON,1993-04-10,44,14,18
"The Crying Game (From ""The Crying Game"")",BOY GEORGE,1993-03-13,70,15,17
Cat's In The Craddle,UGLY KID JOE,1993-02-13,79,6,20
It Was A Good Day,ICE CUBE,1993-03-06,89,15,20
Nothin' My Love Can't Fix,JOEY LAWRENCE,1993-03-06,68,19,20
If I Ever Lose My Faith In You,STING,1993-02-20,77,17,20
Angel,JON SECADA,1993-01-30,83,18,22
Weak,SWV,1993-04-24,58,1,26
Down With The King,RUN D.M.C.,1993-03-20,67,21,17
Livin' On The Edge,AEROSMITH,1993-04-10,67,18,20
Connected,STEREO MC'S,1993-03-27,93,20,20
"I'm Every Woman (From ""The Bodyguard"")",WHITNEY HOUSTON,1993-01-09,66,4,23
Three Little Pigs,GREEN JELLY,1993-03-27,79,17,20
That's What Love Can Do,BOY KRAZY,1993-01-23,79,18,20
Mr. Wendal,ARRESTED DEVELOPMENT,1992-12-19,53,6,24
Ordinary World,DURAN DURAN,1993-01-09,67,3,22
Show Me Love,ROBIN S,1993-04-03,95,5,28
Come Undone,DURAN DURAN,1993-04-17,86,7,25
Bed Of Roses,BON JOVI,1993-01-23,81,10,20
"The Right Kind Of Love (From ""Beverly Hills, 90210"")",JEREMY JORDAN,1992-12-12,88,14,25
Simple Life,ELTON JOHN,1993-02-27,90,30,16
I Got A Man,POSITIVE K,1992-12-19,75,14,22
Dedicated,R. KELLY,1993-02-27,91,31,20
Love U More,SUNSCREEM,1993-02-27,85,36,19
Forever In Love,KENNY G,1992-12-19,95,18,23
Dazzey Ducks,DUICE,1993-01-09,86,12,40
A Whole New World (Aladdin's Theme),PEABO BRYSON,1992-12-19,54,1,23
So Alone,MEN AT LARGE,1993-02-20,86,31,20
Buddy X,NENEH CHERRY,1993-03-27,90,43,12
Love Don't Love You,EN VOGUE,1993-03-27,67,36,16
The Morning Papers,PRINCE AND THE NEW POWER GENERATION,1993-04-03,77,44,11
Tell Me What You Dream,RESTLESS HEART featuring WARREN HILL,1993-03-27,82,43,13
I'll Never Get Over You (Getting Over Me),EXPOSE,1993-03-27,92,8,29
Have I Told You Lately,ROD STEWART,1993-04-24,86,5,22
"I Will Always Love You (From ""The Bodyguard"")",WHITNEY HOUSTON,1992-11-14,40,1,26
Rhythm Is A Dancer,SNAP,1992-08-15,90,5,39
I'm Gonna Get You,BIZARRE INC,1993-01-23,90,47,23
Bad Boys,INNER CIRCLE,1993-05-01,73,8,20
Supermodel (You Better Work),RuPAUL,1993-02-13,91,45,20
Sweet Thing,MARY J. BLIGE,1993-02-13,47,28,20
Come In Out Of The Rain,WENDY MOTEN,1993-02-20,82,55,15
Sleeping Satellite,TASMIN ARCHER,1993-04-17,89,32,15
Touch My Light,BIG MOUNTAIN,1993-04-10,84,51,20
More And More,CAPTAIN HOLLYWOOD PROJECT,1993-05-01,76,17,20
I Feel You,DEPECHE MODE,1993-03-06,70,37,12
Tap The Bottle,YOUNG BLACK TEENAGERS,1993-03-06,82,55,20
Rebirth Of Slick (Cool Like Dat),DIGABLE PLANETS,1993-01-16,85,15,20
"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",BALTIMORA,1993-03-27,68,51,12
Tonight,DEF LEPPARD,1993-04-03,91,62,9
Romeo,DOLLY PARTON,1993-03-13,95,50,14
Let's Go Through The Motions,JODECI,1993-04-24,66,65,12
That's The Way Love Is,BOBBY BROWN,1993-04-24,84,57,9
How I'm Comin',LL COOL J,1993-04-03,57,57,9
If I Could,REGINA BELLE,1993-04-03,98,52,17
Silence Is Broken,DAMN YANKEES,1993-04-17,87,62,10
I See Your Smile,GLORIA ESTEFAN,1993-02-20,76,48,17
What You Won't Do For Love,GO WEST,1993-03-13,92,55,11
In These Arms,BON JOVI,1993-05-08,72,27,16
Man On The Moon,R.E.M.,1993-02-06,93,30,15
Typical Reasons (Swing My Way),PRINCE MARKIE DEE &amp; SOUL CONVENTION,1993-04-03,94,64,14
Wannagirl,JEREMY JORDAN,1993-05-01,91,28,14
Regret,NEW ORDER,1993-05-01,81,28,19
Funky Child,LORDS OF THE UNDERGROUND,1993-03-27,87,74,11
Kiss Of Life,SADE,1993-03-20,92,78,11
Six Feet Deep,GETO BOYS,1993-05-08,79,40,15
Every Little Thing U Do,CHRISTOPHER WILLIAMS,1993-04-24,92,75,12
Passin' Me By,THE PHARCYDE,1993-05-01,93,52,17
"Whoot, There It Is",95 SOUTH,1993-05-01,89,11,25
No Ordinary Love,SADE,1993-05-08,83,68,7
Good Ol' Days,LEVERT,1993-03-20,94,78,11
Deeper,BOSS,1993-04-24,95,65,13
La La Love,BOBBY ROSS AVILA,1993-05-01,96,86,3
Alibis,TRACY LAWRENCE,1993-04-17,84,72,12
Hat 2 Da Back,TLC,1993-02-06,92,30,15
What's Up,4 NON BLONDES,1993-04-24,96,14,26
Hero,DAVID CROSBY &amp; PHIL COLLINS,1993-05-08,90,44,20
It's My Life,DR. ALBAN,1993-04-24,93,88,11
Candy Everybody Wants,"10,000 MANIACS",1993-03-06,94,67,10
Lost In Your Eyes,JEFF HEALEY BAND,1993-05-08,93,91,3
I Love The Way You Love Me,JOHN MICHAEL MONTGOMERY,1993-05-08,94,60,13
Bow Wow Wow,FUNKDOOBIEST,1993-04-24,89,89,5
Give Him A Love He Can Feel,TENE WILLIAMS,1993-05-08,96,87,7
She's Not Cryin' Anymore,BILLY RAY CYRUS,1993-03-13,93,70,9
Beautiful Girl,INXS,1993-02-20,93,46,12
Easy,FAITH NO MORE,1993-03-20,77,58,8
Shoop Shoop (Never Stop Givin' You Love),MICHAEL COOPER,1993-03-13,87,67,9
